UniProt_ID,Protein,Gene,OMIM_ID
Q7RTS7,K2C74_HUMAN,KRT74,194300
P00568,KAD1_HUMAN,AK1,612631
Q96M32,KAD7_HUMAN,AK7,617965
Q14678,KANK1_HUMAN,KANK1,612900
P48547,KCNC1_HUMAN,KCNC1,616187
O43526,KCNQ2_HUMAN,KCNQ2,121200
Q9NPC2,KCNK9_HUMAN,KCNK9,612292
P19367,HXK1_HUMAN,HK1,235700
Q4G0P3,HYDIN_HUMAN,HYDIN,608647
O43364,HXA2_HUMAN,HOXA2,612290
Q16270,IBP7_HUMAN,IGFBP7,614224
Q9BYX4,IFIH1_HUMAN,IFIH1,182250
Q9P2H3,IFT80_HUMAN,IFT80,611263
P01344,IGF2_HUMAN,IGF2,147470
Q9UNF1,MAGD2_HUMAN,MAGED2,300971
P18510,IL1RA_HUMAN,IL1RN,612628
P20794,MAK_HUMAN,MAK,614181
P41235,HNF4A_HUMAN,HNF4A,125850
O14979,HNRDL_HUMAN,HNRNPDL,609115
P55795,HNRH2_HUMAN,HNRNPH2,300986
Q8WWQ2,HPSE2_HUMAN,HPSE2,236730
P00738,HPT_HUMAN,HP,614081
Q9UJY1,HSPB8_HUMAN,HSPB8,158590
P35453,HXD13_HUMAN,HOXD13,113200
Q9NSB8,HOME2_HUMAN,HOMER2,616707
P50135,HNMT_HUMAN,HNMT,616739
Q9ULV5,HSF4_HUMAN,HSF4,116800
Q92826,HXB13_HUMAN,HOXB13,176807
P16871,IL7RA_HUMAN,IL7R,608971
Q96N76,HUTU_HUMAN,UROC1,276880
Q9Y6X9,MORC2_HUMAN,MORC2,616688
P53985,MOT1_HUMAN,SLC16A1,245340
P08559,ODPA_HUMAN,PDHA1,312170
P11177,ODPB_HUMAN,PDHB,614111
O00330,ODPX_HUMAN,PDHX,245349
Q7Z7M0,MEGF8_HUMAN,MEGF8,614976
Q9NPP4,NLRC4_HUMAN,NLRC4,616050
Q9C000,NLRP1_HUMAN,NLRP1,606579
Q15800,MSMO1_HUMAN,MSMO1,616834
Q01726,MSHR_HUMAN,MC1R,266300
Q17RF5,ODAPH_HUMAN,ODAPH,614832
P11182,ODB2_HUMAN,DBT,248600
Q8IXL7,MSRB3_HUMAN,MSRB3,613718
P35548,MSX2_HUMAN,MSX2,168500
Q9NZB8,MOCS1_HUMAN,MOCS1,252150
Q9H3H1,MOD5_HUMAN,TRIT1,617873
Q00325,MPCP_HUMAN,SLC25A3,610773
Q9Y5U8,MPC1_HUMAN,MPC1,614741
O75970,MPDZ_HUMAN,MPDZ,615219
P34949,MPI_HUMAN,MPI,602579
Q10713,MPPA_HUMAN,PMPCA,213200
O75439,MPPB_HUMAN,PMPCB,617954
O75352,MPU1_HUMAN,MPDU1,609180
P49959,MRE11_HUMAN,MRE11,604391
O95255,MRP6_HUMAN,ABCC6,264800
P20585,MSH3_HUMAN,MSH3,608089
O43196,MSH5_HUMAN,MSH5,617442
P52701,MSH6_HUMAN,MSH6,114500
P43246,MSH2_HUMAN,MSH2,114500
P08118,MSMB_HUMAN,MSMB,611928
Q16625,OCLN_HUMAN,OCLN,251290
Q01968,OCRL_HUMAN,OCRL,300555
P12694,ODBA_HUMAN,BCKDHA,248600
Q86YR7,MF2L2_HUMAN,MCF2L2,125853
O96033,MOC2A_HUMAN,MOCS2,252160
Q13724,MOGS_HUMAN,MOGS,606056
Q96EN8,MOCOS_HUMAN,MOCOS,603592
Q8NCK7,MOT11_HUMAN,SLC16A11,125853
P36507,MP2K2_HUMAN,MAP2K2,615280
P39210,MPV17_HUMAN,MPV17,256810
P04181,OAT_HUMAN,OAT,258870
Q13361,MFAP5_HUMAN,MFAP5,616166
P28360,MSX1_HUMAN,MSX1,106600
Q8NCE2,MTMRE_HUMAN,MTMR14,160150
P10515,ODP2_HUMAN,DLAT,245348
O95248,MTMR5_HUMAN,SBF1,615284
Q08397,LOXL1_HUMAN,LOXL1,177650
Q8N635,MEIOB_HUMAN,MEIOB,617706
P55771,PAX9_HUMAN,PAX9,604625
P04198,MYCN_HUMAN,MYCN,164280
P60201,MYPR_HUMAN,PLP1,312080
Q8N159,NAGS_HUMAN,NAGS,237310
Q8NFF2,NCKX4_HUMAN,SLC24A4,210750
P59046,NAL12_HUMAN,NLRP12,611762
Q8WY41,NANO1_HUMAN,NANOS1,615413
O60934,NBN_HUMAN,NBN,114480
A2RRP1,NBAS_HUMAN,NBAS,614800
Q6ZNJ1,NBEL2_HUMAN,NBEAL2,139090
O15146,MUSK_HUMAN,MUSK,208150
P22033,MUTA_HUMAN,MMUT,251000
Q9UIF7,MUTYH_HUMAN,MUTYH,608456
Q99972,MYOC_HUMAN,MYOC,137750
Q8NEV4,MYO3A_HUMAN,MYO3A,607101
Q13402,MYO7A_HUMAN,MYO7A,276900
Q8WX94,NALP7_HUMAN,NLRP7,231090
Q9P0J0,NDUAD_HUMAN,NDUFA13,607464
P14598,NCF1_HUMAN,NCF1,233700
Q15080,NCF4_HUMAN,NCF4,613960
Q9UI09,NDUAC_HUMAN,NDUFA12,256000
P01138,NGF_HUMAN,NGF,608654
P12883,MYH7_HUMAN,MYH7,160500
P25189,MYP0_HUMAN,MPZ,103100
Q9Y2G1,MYRF_HUMAN,MYRF,618113
Q9Y4I1,MYO5A_HUMAN,MYO5A,214450
Q9UM54,MYO6_HUMAN,MYO6,606346
Q9NPC6,MYOZ2_HUMAN,MYOZ2,613838
Q14896,MYPC3_HUMAN,MYBPC3,115197
Q9BXJ9,NAA15_HUMAN,NAA15,617787
P17050,NAGAB_HUMAN,NAGA,609241
P50539,MXI1_HUMAN,MXI1,176807
P41227,NAA10_HUMAN,NAA10,300855
Q8IZF0,NALCN_HUMAN,NALCN,615419
Q96RR1,PEO1_HUMAN,TWNK,271245
P13535,MYH8_HUMAN,MYH8,158300
Q9UKN7,MYO15_HUMAN,MYO15A,600316
Q9ULV0,MYO5B_HUMAN,MYO5B,251850
Q9UBF9,MYOTI_HUMAN,MYOT,182920
A6NI61,MYMK_HUMAN,MYMK,254940
Q86TC9,MYPN_HUMAN,MYPN,615248
Q5VVJ2,MYSM1_HUMAN,MYSM1,618116
P16435,NCPR_HUMAN,POR,201750
P23409,MYF6_HUMAN,MYF6,614408
P11055,MYH3_HUMAN,MYH3,178110
Q15746,MYLK_HUMAN,MYLK,613780
Q9NR99,MXRA5_HUMAN,MXRA5,211980
Q99836,MYD88_HUMAN,MYD88,612260
P35579,MYH9_HUMAN,MYH9,155100
Q12965,MYO1E_HUMAN,MYO1E,614131
Q00872,MYPC1_HUMAN,MYBPC1,614335
Q92574,TSC1_HUMAN,TSC1,191100
Q6PGP7,TTC37_HUMAN,TTC37,222470
P49638,TTPA_HUMAN,TTPA,277460
Q9NSE4,SYIM_HUMAN,IARS2,616007
Q9P2J5,SYLC_HUMAN,LARS,615438
Q15672,TWST1_HUMAN,TWIST1,101400
P56192,SYMC_HUMAN,MARS,615486
Q8N427,TXND3_HUMAN,NME8,610852
Q8NF91,SYNE1_HUMAN,SYNE1,610743
O43426,SYNJ1_HUMAN,SYNJ1,615530
P14679,TYRO_HUMAN,TYR,103470
P47897,SYQ_HUMAN,QARS,615760
P54136,SYRC_HUMAN,RARS,616140
P25490,TYY1_HUMAN,YY1,617557
Q9Y5Y6,ST14_HUMAN,ST14,602400
P51692,STA5B_HUMAN,STAT5B,245590
Q96MF2,STAC3_HUMAN,STAC3,255995
O94804,STK10_HUMAN,STK10,273300
Q9H668,STN1_HUMAN,STN1,617341
O95363,SYFM_HUMAN,FARS2,614946
Q96GW9,SYMM_HUMAN,MARS2,611390
P07101,TY3H_HUMAN,TH,605407
Q92777,SYN2_HUMAN,SYN2,181500
Q8WXH0,SYNE2_HUMAN,SYNE2,612999
Q8N205,SYNE4_HUMAN,SYNE4,615540
P29597,TYK2_HUMAN,TYK2,611521
Q15031,SYLM_HUMAN,LARS2,615300
Q8WVJ9,TWST2_HUMAN,TWIST2,200110
P53007,TXTP_HUMAN,SLC25A1,615182
Q9NUW8,TYDP1_HUMAN,TDP1,607250
O95551,TYDP2_HUMAN,TDP2,616949
O43914,TYOBP_HUMAN,TYROBP,221770
P19971,TYPH_HUMAN,TYMP,603041
P08247,SYPH_HUMAN,SYP,300802
P17643,TYRP1_HUMAN,TYRP1,203290
Q5T160,SYRM_HUMAN,RARS2,611523
Q9NP81,SYSM_HUMAN,SARS2,613845
O75643,U520_HUMAN,SNRNP200,610359
P12081,SYHC_HUMAN,HARS,614504
Q96I59,SYNM_HUMAN,NARS2,256000
Q13432,U119A_HUMAN,UNC119,615518
Q15029,U5S1_HUMAN,EFTUD2,610536
P22314,UBA1_HUMAN,UBA1,301830
Q9UGM6,SYWM_HUMAN,WARS2,617710
Q07890,SOS2_HUMAN,SOS2,616559
Q13285,STF1_HUMAN,NR5A1,612964
Q8TC36,SUN5_HUMAN,SUN5,617187
P51687,SUOX_HUMAN,SUOX,272300
Q8WU66,TSEAR_HUMAN,TSPEAR,614861
Q6ZSZ6,TSH1_HUMAN,TSHZ1,607842
Q96NG3,TTC25_HUMAN,TTC25,617092
Q9ULT0,TTC7A_HUMAN,TTC7A,243150
P02766,TTHY_HUMAN,TTR,105210
Q8IVB4,SL9A9_HUMAN,SLC9A9,613410
Q8TBZ6,TM10A_HUMAN,TRMT10A,616033
Q7L0Y3,TM10C_HUMAN,TRMT10C,616974
Q8IY92,SLX4_HUMAN,SLX4,613951
Q96A57,TM230_HUMAN,TMEM230,168600
Q5SV17,TM240_HUMAN,TMEM240,607454
Q9NX78,TM260_HUMAN,TMEM260,617478
Q14683,SMC1A_HUMAN,SMC1A,300590
A6NHR9,SMHD1_HUMAN,SMCHD1,158901
Q16637,SMN_HUMAN,SMN1,253300
P48436,SOX9_HUMAN,SOX9,114290
P40763,STAT3_HUMAN,STAT3,147060
Q15831,STK11_HUMAN,STK11,175200
Q7RTU9,STRC_HUMAN,STRC,603720
P07477,TRY1_HUMAN,PRSS1,167800
P07814,SYEP_HUMAN,EPRS,617951
P49815,TSC2_HUMAN,TSC2,606690
Q6NXR4,TTI2_HUMAN,TTI2,615541
Q96PV0,SYGP1_HUMAN,SYNGAP1,612621
P49590,SYHM_HUMAN,HARS2,614926
P41252,SYIC_HUMAN,IARS,617093
Q9H6I2,SOX17_HUMAN,SOX17,613674
P41225,SOX3_HUMAN,SOX3,300123
O75635,SPB7_HUMAN,SERPINB7,615598
P49675,STAR_HUMAN,STAR,201710
Q15468,STIL_HUMAN,STIL,612703
Q8WVM7,STAG1_HUMAN,STAG1,617635
Q9HA77,SYCM_HUMAN,CARS2,616672
Q9NNW7,TRXR2_HUMAN,TXNRD2,617825
Q5JPH6,SYEM_HUMAN,EARS2,614924
P16473,TSHR_HUMAN,TSHR,275200
O95859,TSN12_HUMAN,TSPAN12,613310
P41732,TSN7_HUMAN,TSPAN7,300210
Q969E8,TSR2_HUMAN,TSR2,300946
Q9NSD9,SYFB_HUMAN,FARSB,618007
P49588,SYAC_HUMAN,AARS,613287
Q5JTZ9,SYAM_HUMAN,AARS2,614096
Q6PI48,SYDM_HUMAN,DARS2,611105
P14868,SYDC_HUMAN,DARS,615281
Q13454,TUSC3_HUMAN,TUSC3,611093
Q15046,SYK_HUMAN,KARS,613641
Q5ST30,SYVM_HUMAN,VARS2,615917
P21731,TA2R_HUMAN,TBXA2R,614009
Q9NYJ8,TAB2_HUMAN,TAB2,614980
P11498,PYC_HUMAN,PC,266150
P27708,PYR1_HUMAN,CAD,616457
P21810,PGS1_HUMAN,BGN,300106
Q8WWQ0,PHIP_HUMAN,PHIP,617991
P42356,PI4KA_HUMAN,PI4KA,616531
O94827,PKHG5_HUMAN,PLEKHG5,611067
Q9Y4G2,PKHM1_HUMAN,PLEKHM1,611497
P00747,PLMN_HUMAN,PLG,217090
P78424,PO6F2_HUMAN,POU6F2,601583
P62140,PP1B_HUMAN,PPP1CB,617506
P13686,PPA5_HUMAN,ACP5,607944
P37231,PPARG_HUMAN,PPARG,137800
P10619,PPGB_HUMAN,CTSA,256540
Q13635,PTC1_HUMAN,PTCH1,109400
Q06124,PTN11_HUMAN,PTPN11,151100
Q15678,PTN14_HUMAN,PTPN14,613611
P08575,PTPRC_HUMAN,PTPRC,126200
P48651,PTSS1_HUMAN,PTDSS1,151050
Q8N142,PURA1_HUMAN,ADSSL1,617030
O60828,PQBP1_HUMAN,PQBP1,309500
Q9HAZ2,PRD16_HUMAN,PRDM16,615373
Q92954,PRG4_HUMAN,PRG4,208250
O75569,PRKRA_HUMAN,PRKRA,612067
Q9NQV8,PRDM8_HUMAN,PRDM8,616640
Q00577,PURA_HUMAN,PURA,616158
Q8WU10,PYRD1_HUMAN,PYROXD1,617258
Q14691,PSF1_HUMAN,GINS1,617827
P49810,PSN2_HUMAN,PSEN2,606889
Q7RTS3,PTF1A_HUMAN,PTF1A,609069
Q9Y3E5,PTH2_HUMAN,PTRH2,616263
P50336,PPOX_HUMAN,PPOX,176200
Q9BXM0,PRAX_HUMAN,PRX,145900
Q00LT1,PRCD_HUMAN,PRCD,610599
P10586,PTPRF_HUMAN,PTPRF,616001
Q03393,PTPS_HUMAN,PTS,261640
Q9UMZ3,PTPRQ_HUMAN,PTPRQ,613391
Q3SYG4,PTHB1_HUMAN,BBS9,615986
Q96NR3,PTHD1_HUMAN,PTCHD1,300830
P60484,PTEN_HUMAN,PTEN,137800
Q9Y2R2,PTN22_HUMAN,PTPN22,152700
Q14671,PUM1_HUMAN,PUM1,617931
Q9UHX1,PUF60_HUMAN,PUF60,615583
Q9NP85,PODO_HUMAN,NPHS2,600995
P49335,PO3F4_HUMAN,POU3F4,304400
O94906,PRP6_HUMAN,PRPF6,613983
Q6P2Q9,PRP8_HUMAN,PRPF8,600059
O60260,PRKN_HUMAN,PRKN,168600
Q9HC23,PROK2_HUMAN,PROK2,610628
O75360,PROP1_HUMAN,PROP1,262600
Q96S44,PRPK_HUMAN,TP53RK,617730
P07988,PSPB_HUMAN,SFTPB,265120
P18583,SON_HUMAN,SON,617140
O00204,ST2B1_HUMAN,SULT2B1,617571
P42224,STAT1_HUMAN,STAT1,613796
P08842,STS_HUMAN,STS,308100
Q8N0S2,SYCE1_HUMAN,SYCE1,616947
P35237,SPB6_HUMAN,SERPINB6,613453
P50452,SPB8_HUMAN,SERPINB8,617115
Q9NQ86,TRI36_HUMAN,TRIM36,206500
Q7RTN6,STRAA_HUMAN,STRADA,611087
P46977,STT3A_HUMAN,STT3A,615596
Q8TD43,TRPM4_HUMAN,TRPM4,604559
Q9HAC7,SUCHY_HUMAN,SUGCT,231690
Q9UHF7,TRPS1_HUMAN,TRPS1,150230
Q9HBA0,TRPV4_HUMAN,TRPV4,113500
P14410,SUIS_HUMAN,SI,222900
Q8NBK3,SUMF1_HUMAN,SUMF1,272200
Q6EEV6,SUMO4_HUMAN,SUMO4,600320
Q9Y606,TRUA_HUMAN,PUS1,600462
Q15526,SURF1_HUMAN,SURF1,256000
Q92673,SORL_HUMAN,SORL1,104300
Q9BQB4,SOST_HUMAN,SOST,122860
Q9HB58,SP110_HUMAN,SP110,235550
O95630,STABP_HUMAN,STAMBP,614261
P52630,STAT2_HUMAN,STAT2,616636
Q658P3,STEA3_HUMAN,STEAP3,615234
Q9BX79,STRA6_HUMAN,STRA6,601186
O75558,STX11_HUMAN,STX11,603552
Q15833,STXB2_HUMAN,STXBP2,613101
Q7Z4N2,TRPM1_HUMAN,TRPM1,613216
Q9BX84,TRPM6_HUMAN,TRPM6,602014
Q96QT4,TRPM7_HUMAN,TRPM7,105500
Q8NET8,TRPV3_HUMAN,TRPV3,614594
Q9UMX1,SUFU_HUMAN,SUFU,155255
Q06330,SUH_HUMAN,RBPJ,614814
Q9UGP8,SEC63_HUMAN,SEC63,617004
Q9UHD8,SEPT9_HUMAN,9-Sep,162100
Q86X45,TILB_HUMAN,LRRC6,614935
Q9UHJ6,SHPK_HUMAN,SHPK,617213
Q9UQ13,SHOC2_HUMAN,SHOC2,607721
Q9H5Y7,SLIK6_HUMAN,SLITRK6,221200
Q9P0N5,TM216_HUMAN,TMEM216,603194
Q9H6L2,TM231_HUMAN,TMEM231,614970
Q9NVV0,TM38B_HUMAN,TMEM38B,615066
Q8TDI8,TMC1_HUMAN,TMC1,600974
Q7Z403,TMC6_HUMAN,TMC6,226400
Q8IU68,TMC8_HUMAN,TMC8,226400
P84022,SMAD3_HUMAN,SMAD3,114500
P38935,SMBP2_HUMAN,IGHMBP2,604320
Q13485,SMAD4_HUMAN,SMAD4,114500
O15198,SMAD9_HUMAN,SMAD9,615342
O60939,SCN2B_HUMAN,SCN2B,615378
Q14108,SCRB2_HUMAN,SCARB2,254900
Q96KG9,SCYL1_HUMAN,SCYL1,616719
O95455,TGDS_HUMAN,TGDS,616145
P50454,SERPH_HUMAN,SERPINH1,610504
O95470,SGPL1_HUMAN,SGPL1,617575
Q9UNP4,SIAT9_HUMAN,ST3GAL5,609056
P51531,SMCA2_HUMAN,SMARCA2,181500
Q99835,SMO_HUMAN,SMO,601707
Q92959,SO2A1_HUMAN,SLCO2A1,614441
Q9Y5X0,SNX10_HUMAN,SNX10,615085
P04179,SODM_HUMAN,SOD2,612634
O60880,SH21A_HUMAN,SH2D1A,308240
Q9UQQ2,SH2B3_HUMAN,SH2B3,222100
P35713,SOX18_HUMAN,SOX18,137940
Q99523,SORT_HUMAN,SORT1,613589
Q9BWF2,TRAIP_HUMAN,TRAIP,616777
P52788,SPSY_HUMAN,SMS,309583
O94972,TRI37_HUMAN,TRIM37,253250
Q13043,STK4_HUMAN,STK4,614868
Q9Y617,SERC_HUMAN,PSAT1,610992
O15266,SHOX_HUMAN,SHOX,127300
P29401,TKT_HUMAN,TKT,617044
O43897,TLL1_HUMAN,TLL1,613087
Q9H4L7,SMRCD_HUMAN,SMARCAD1,129200
Q9Y6H5,SNCAP_HUMAN,SNCAIP,168600
P00441,SODC_HUMAN,SOD1,105400
P48431,SOX2_HUMAN,SOX2,206900
P56693,SOX10_HUMAN,SOX10,609136
P35711,SOX5_HUMAN,SOX5,616803
Q9UBP0,SPAST_HUMAN,SPAST,182601
Q9H040,SPRTN_HUMAN,SPRTN,616200
Q9BXB7,SPT16_HUMAN,SPATA16,102530
P51571,SSRD_HUMAN,SSR4,300934
Q14765,STAT4_HUMAN,STAT4,180300
Q86WV6,STING_HUMAN,TMEM173,615934
Q13586,STIM1_HUMAN,STIM1,160565
Q6ZVD7,STOX1_HUMAN,STOX1,609404
P61266,STX1B_HUMAN,STX1B,616172
P61764,STXB1_HUMAN,STXBP1,612164
P53597,SUCA_HUMAN,SUCLG1,245400
Q9P2R7,SUCB1_HUMAN,SUCLA2,612073
Q9BSA9,TM175_HUMAN,TMEM175,168600
P55000,SLUR1_HUMAN,SLURP1,248300
Q8N511,TM199_HUMAN,TMEM199,616829
O43541,SMAD6_HUMAN,SMAD6,614823
P51532,SMCA4_HUMAN,SMARCA4,613325
Q969G3,SMCE1_HUMAN,SMARCE1,607174
Q9NZC9,SMAL1_HUMAN,SMARCAL1,242900
P25942,TNR5_HUMAN,CD40,606843
Q8NDV7,TNR6A_HUMAN,TNRC6A,618074
Q12824,SNF5_HUMAN,SMARCB1,162091
O43623,SNAI2_HUMAN,SNAI2,172800
Q8TAD8,SNIP1_HUMAN,SNIP1,614501
P55851,UCP2_HUMAN,UCP2,607447
P51580,TPMT_HUMAN,TPMT,610460
Q9C0J9,BHE41_HUMAN,BHLHE41,612975
P29972,AQP1_HUMAN,AQP1,110450
O43315,AQP9_HUMAN,AQP9,602914
Q9UK55,ZPI_HUMAN,SERPINA10,605271
Q8NAP3,ZBT38_HUMAN,ZBTB38,612221
Q8IWU4,ZNT8_HUMAN,SLC30A8,125853
Q14397,GCKR_HUMAN,GCKR,613463
P21217,FUT3_HUMAN,FUT3,111100
P05362,ICAM1_HUMAN,ICAM1,611162
Q14773,ICAM4_HUMAN,ICAM4,111250
Q9BTY2,FUCO2_HUMAN,FUCA2,136820
Q5NUL3,FFAR4_HUMAN,FFAR4,607514
Q10981,FUT2_HUMAN,FUT2,182100
P06028,GLPB_HUMAN,GYPB,111740
P02724,GLPA_HUMAN,GYPA,111300
P04035,HMDH_HUMAN,HMGCR,142910
Q8N6R0,EFNMT_HUMAN,EEF1AKNMT,605429
